Category,Organization / Business Name,Type,Contact Person,Email,Phone,Website,Service Area,Capabilities / Keywords,Verification Tier,Notes,Source(s),Seed Source
Events & Expos,"Cincinnati, Columbus and Cleveland Medical Marijuana Meetups",Nonprofit,Bonnie Rabin,bonnie@medicalmarijuanapatientcare.com,513-486-5977,https://www.meetup.com/cincinnati-medical-marijuana-meetup/,Cincinnati / Columbus / Cleveland,Events / Expos,Source-verified,"Bonnie Rabin's medical-marijuana meetup network remained active in 2026, with current Cincinnati, Columbus and Cleveland Meetup pages and recent events. Her published business email and phone provide a usable organizer route. The network is retained as an active community-event organizer; no nonprofit or separate legal-entity status is implied.",https://www.meetup.com/cincinnati-medical-marijuana-meetup/ | https://www.meetup.com/columbus-medical-marijuana-meetup-group/ | https://www.meetup.com/cleveland-medical-marijuana-meetup-group/ | https://www.medicalmarijuanapatientcare.com/about,Events & Expos research pass — 2026-08-22; source pages retrieved and reviewed | Events currency QA — 2026-08-22; source pages retrieved and reviewed
Insurance,"CIS Insurance Services, LLC (The Cannabis Insurance Company)",Business,"Lisa Chaumont — Founder, CEO & Chief Underwriting Officer",,303-495-3362,https://www.thecannabisinsurancecompany.com/,"Fort Collins, Colorado-based; nationwide",Insurance,Source-verified,"CORRECTION OF A PRIOR ERROR IN THIS WORKBOOK. This row previously conflated two separate companies: it carried thecannabisinsurancecompany.com (which is CIS Insurance Services, LLC, a Colorado MGA/wholesale broker led by Lisa Chaumont) alongside phone numbers 877-420-0042 / 818-996-0900 that actually belong to CannabisInsurance.com / 420Insurance.com, an unrelated operation. Independently confirmed via NCIA member news and CIS's own About page. This row is now CIS only; the other company was split out to its own record. Note a minor source discrepancy: NCIA lists Lisa Chaumont's direct line as 303-495-3375 while the audit gives the company line as 303-495-3362.",https://www.thecannabisinsurancecompany.com/,"Research pass — 2026-08-14; QA'd 2026-08-14 | Batch 4 audit, 2026-08-15; source pages retrieved and reviewed"
Accounting & Tax,Citrin Cooperman,Business,"Mitzi Keating — Partner; Founder/Co-Leader, Cannabis Advisory Services",,614-794-8710,https://www.citrincooperman.com/,Ohio offices and national cannabis advisory practice; no named Ohio cannabis client identified,Accounting; Tax,Source-verified,"Citrin Cooperman’s current Columbus office listing publishes this organizational phone; it is an Ohio office routing line, not Mitzi Keating’s direct number. The cannabis-practice page and Mitzi’s profile both provide intake forms for routing specifically to the Cannabis Advisory Services team. No named Ohio cannabis client is publicly identified.",https://www.citrincooperman.com/industries/cannabis-advisory-services | https://www.citrincooperman.com/Specialists/Mitzi-Keating | https://www.citrincooperman.com/locations/579-Executive-Campus-Drive | https://www.citrincooperman.com/Specialists/Cheryl-Lanese | https://www.citrincooperman.com/Contact-Us,"Research pass — 2026-08-14; QA'd 2026-08-14 | Batch 8 audit, 2026-08-15 | Legal & Accounting issue-resolution pass, 2026-08-22; source pages retrieved and reviewed | Accounting & Tax outreach-enrichment pass, 2026-08-23; source pages retrieved and reviewed"
Nonprofit & Advocacy,Civics Cannabis,Nonprofit,,info@civicscannabis.org,614-638-5876,https://civicscannabis.org/,Columbus / Ohio statewide,Nonprofit / Advocacy; Consumer Advocacy; Policy Advocacy; Education / Research; Social Equity,Source-verified,"Ohio nonprofit focused specifically on cannabis consumer advocacy, public education, evidence-based regulation and social equity. Its official site documents participation in the May 2026 Ohio Cannabis Expo and a June 2026 cannabis lobby day at the Ohio Statehouse. No named officer was published on the reviewed page, so the organizational route is used.",https://civicscannabis.org/,Research pass — 2026-08-22; source pages retrieved and reviewed
Real Estate / Build-Out,Claypool Electric,Business,John Line — Vice President of Estimating,jlines@claypoolelectric.com,740-653-5683,https://claypoolelectric.com/,"Central Ohio; Lancaster, Columbus, Newark and Athens offices",Real Estate / Build-Out; Electrical; Construction / Build-Out; Cultivation,Source-verified,"Ohio electrical contractor with a directly documented cannabis project. Its current portfolio describes a completed 65,000-square-foot Columbus grow and cultivation facility: a $2.3 million electrical contract covering 12 grow rooms, more than 2,000 light fixtures, a 3,500-amp service and 200 kW generator, plus drying, trimming and extraction areas. Completion is listed as 2021, with Lincoln Construction as general contractor. Current team and Ohio office/contact details independently confirmed on first-party pages.",https://claypoolelectric.com/industrial-plp/medical-marijuana-grow-and-cultivation-facility/ | https://claypoolelectric.com/about/our-team/ | https://claypoolelectric.com/contact/,Real Estate / Build-Out pass — 2026-08-22; source pages retrieved and reviewed
Real Estate / Build-Out,CLC Design Studio,Business,Christina Casile — Founder,,215-696-0231,https://clcdesignstudio.com/,Ohio and multiple U.S. cannabis markets,Real Estate / Build-Out,Source-verified,"CLEAN UPGRADE FROM INFERRED TO SOURCED: the Ohio connection is no longer an inference. The current portfolio explicitly includes Restore Ohio and the firm's stated client geography specifically includes Ohio. Documented Ohio project relationship, held at project level rather than promoted to a new directory row: a specific ""Restore | Ohio"" project (interior design, feasibility, budget/schedule, renderings) for a planned 4,700 SF Ohio dispensary, per CLC's own portfolio, with Restore Integrative Wellness Center documented as a repeat CLC client across multiple states. No evidence found that this specific Ohio project became a licensed operating dispensary — not added as an Ohio operator on that basis. Documented client relationship, geography unspecified: AYR Wellness (also in this Directory) — CLC's own company profile states founder Christina Casile designed two dispensaries for AYR Wellness; specific locations not identified in available sources, so not claimed as Ohio-specific.",https://clcdesignstudio.com/about-clc-design-studio/ | https://clcdesignstudio.com/contact/,"Research pass — 2026-08-14; QA'd 2026-08-14 | Batch 7 audit, 2026-08-15; source pages retrieved and reviewed | Pass 2 B2B relationship mapping (round 2), 2026-08-16; source pages retrieved and reviewed | Pass 2 B2B relationship mapping (round 4), 2026-08-16; source pages retrieved and reviewed"
Hemp / CBD Products & Ancillary,Clean Remedies,Business,Meredith Farrow — Founder & CEO,support@cleanremedies.com,216-777-3133,https://cleanremedies.com/,Northeast Ohio / Cleveland-Akron,Hemp / CBD; Hemp-derived THC; CBD,Source-verified,"Reclassified out of Cultivator/Processor/Dispensary: this is an Ohio hemp-derived CBD/THC wellness company, not a regulated marijuana operator.",https://cleanremedies.com/blogs/cbd-basics/clean-remedies-opens-doors-to-second-retail-store-in-westlake-ohio,"Organizations | Batch 2 audit, 2026-08-14; source pages retrieved and reviewed"
Events & Expos,Cleveland Cannabis and Music Expo,Business,,info@clevelandcannabisandmusicexpo.com | clevelandcannabisandmusicexpo@gmail.com,,https://linktr.ee/clevelandcannabisandmusic,Cleveland / Northeast Ohio,Events / Expos,Source-verified,"The organizer remains active, with a current Eventbrite organizer page showing 18 events and a current Linktree carrying event and contact routes. A July 25, 2026 event was completed and another listing was posted for August 29, 2026. The standalone homepage still foregrounds an older April 19, 2025 date, so use Eventbrite/Linktree for current scheduling and inquiries.",https://clevelandcannabisandmusicexpo.com/ | https://www.eventbrite.com/o/cleveland-cannabis-and-music-expo-103917146481 | https://linktr.ee/clevelandcannabisandmusic,Events & Expos research pass — 2026-08-22; source pages retrieved and reviewed | Events currency QA — 2026-08-22; source pages retrieved and reviewed
Out of scope — flagged for removal or separate list,Cloudbox,Business,Quentin Sauvage — Founder & CEO,contact@cloudboxapp.com,469-609-6956,https://www.cloudboxapp.com/contact-us,United States; no verified current Ohio deployment,Technology; POS; Metrc / Track-and-Trace,Source-verified,"Moved to the retained separate-list/out-of-scope bucket after Ohio-referral review. Cloudbox remains a current Dallas-based cannabis inventory-automation platform with direct Metrc/BioTrack sync; current first-party pages confirm Quentin Sauvage as Founder/CEO and publish a general contact route. Its named cannabis testimonials do not establish Ohio use, and no current Ohio operator/client or Ohio-specific configuration was found. Preserve as a national reference; do not present as Ohio-referral-safe without current Ohio evidence.",https://www.cloudboxapp.com/cannabis | https://www.cloudboxapp.com/about-us | https://www.cloudboxapp.com/contact-us,"Research pass — 2026-08-14; QA'd 2026-08-14 | Batch 5 audit, 2026-08-15 | Pass 1 research (round 3), 2026-08-16; source pages retrieved and reviewed | Technology audit, 2026-08-22; source pages retrieved and reviewed | v67-TECH2 Technology disposition pass, 2026-08-23; first-party cannabis, leadership and contact pages retrieved and reviewed"
Nonprofit & Advocacy,Coalition to Regulate Marijuana Like Alcohol (Ohio),Nonprofit,Thomas G. Haren — Spokesperson,info@justlikealcohol.com,,https://www.facebook.com/JustLikeAlcohol/,Ohio statewide,Nonprofit / Advocacy; Policy Advocacy; Ballot Campaign; Adult-Use Legalization; Issue 2,Source-verified,"Ohio cannabis ballot campaign committee/PAC that wrote and led the successful 2023 Issue 2 adult-use initiative and remained active in 2026 cannabis-policy debate, publicly opposing the referendum effort targeting Senate Bill 56. “Nonprofit” is the Directory’s closest noncommercial organization Type, not a claim of 501(c)(3) status.",https://www.statenews.org/government-politics/2026-02-03/effort-to-repeal-ohio-marijuana-hemp-law-can-move-forward-yost-says | https://ballotpedia.org/Ohio_Issue_2%2C_Marijuana_Legalization_Initiative_%282023%29 | https://www.frantzward.com/professionals/haren-thomas-g/,Research pass — 2026-08-22; source pages retrieved and reviewed
Marketing & Media,Coffman Media,Business,Jason Ault — Co-Founder & CEO,sales@coffmanmedia.com,800-269-6146,https://coffmanmedia.com/,Cincinnati and Ohio / nationwide,Marketing / Media; Content / Social Media; Signage / Graphics; Media / Publication; POS; Digital Signage / Kiosks,Source-verified,"Provides cannabis-dispensary digital menu boards, POS-integrated signage, kiosks, compliance messaging, content management, installation, and support. Its official cannabis page specifically offers service to Cincinnati dispensaries, while the company states that it serves all 50 states.",https://coffmanmedia.com/cannabis-dispensary-digital-signage-cincinnati-ohio,"Research pass — 2026-08-14; source pages retrieved and reviewed; Batch 11 audit — 2026-08-15; source pages retrieved and reviewed | Pass 1 research (round 11, from v54 queue), 2026-08-16; source pages retrieved and reviewed | Marketing & Media audit, 2026-08-22; source pages retrieved and reviewed"
Accounting & Tax,CohnReznick,Business,Michael Harlow — Cannabis Industry Practice Leader,,301-907-2330 | Office: 301-652-9100,https://www.cohnreznick.com/people/michael-harlow,United States and global reach,Accounting; Tax,Source-verified,"TITLE CORRECTED: “Managing Partner, Cannabis Industry” was not a supported title and has been replaced with the one the firm actually uses. Cannabis practice itself confirmed.",https://www.cohnreznick.com/industries/consumer-and-industrial/cannabis,"Research pass — 2026-08-14; QA'd 2026-08-14 | Batch 8 audit, 2026-08-15; source pages retrieved and reviewed"
